model,year,price,transmission,mileage,fueltype,tax,mpg,enginesize,wiek_auta,przebieg_na_rok,automat,diesel,cena_na_1000_km,log_cena,log_przebieg,segment_silnika
 5 Series,2019,32072,Semi-Auto,6215,Hybrid,145,60.1,2.0,1,6215.0,0,0,5160.418342719227,10.375738654322342,8.734881892047483,1.6-2.0
 X5,2019,48302,Semi-Auto,7450,Diesel,145,37.7,3.0,1,7450.0,0,1,6483.489932885906,10.785228246650878,8.916103530553727,2.6-3.0
 X5,2019,45152,Semi-Auto,7956,Diesel,145,37.7,3.0,1,7956.0,0,1,5675.213675213675,10.71778985465254,8.981807323377534,2.6-3.0
 3 Series,2015,21242,Semi-Auto,18283,Diesel,160,51.4,3.0,5,3656.6,0,1,1161.8443362686648,9.963735632881486,9.813781639451635,2.6-3.0
 X1,2019,23812,Automatic,15846,Petrol,145,37.7,2.0,1,15846.0,1,0,1502.713618578821,10.077944934273281,9.670735486942808,1.6-2.0
 X6,2016,30891,Semi-Auto,21088,Diesel,200,47.1,3.0,4,5272.0,0,1,1464.8615326251895,10.33822015832486,9.956506856511764,2.6-3.0
 1 Series,2019,24995,Manual,5085,Petrol,150,41.5,1.5,1,5085.0,0,0,4915.437561455261,10.12643108384767,8.534246945982066,<=1.5
 X3,2019,37495,Semi-Auto,9250,Diesel,150,48.7,3.0,1,9250.0,0,1,4053.5135135135133,10.531962869735489,9.132486932771318,2.6-3.0
 1 Series,2019,21995,Manual,4869,Petrol,150,44.8,1.5,1,4869.0,0,0,4517.354692955432,9.99857043378282,8.490849216076635,<=1.5
 1 Series,2019,17495,Semi-Auto,12375,Diesel,145,72.4,1.5,1,12375.0,0,1,1413.7373737373737,9.769670404801788,9.423514392252901,<=1.5
 4 Series,2016,21000,Semi-Auto,37000,Petrol,200,41.5,3.0,4,9250.0,0,0,567.5675675675676,9.95227771670556,10.518700218288165,2.6-3.0
 4 Series,2015,18290,Semi-Auto,25000,Diesel,145,56.5,3.0,5,5000.0,0,1,731.6,9.814109741384911,10.12667110305036,2.6-3.0
 X3,2014,14490,Semi-Auto,45000,Diesel,165,50.4,2.0,6,7500.0,0,1,322.0,9.581214035314728,10.714439990727769,1.6-2.0
 X1,2016,20232,Semi-Auto,24592,Petrol,160,44.8,2.0,4,6148.0,0,0,822.7065712426806,9.915020788349802,10.110217128582082,1.6-2.0
 X1,2019,29302,Semi-Auto,5795,Diesel,145,50.4,2.0,1,5795.0,0,1,5056.427955133736,10.285411052061258,8.664923303440572,1.6-2.0
 X2,2019,21992,Manual,7189,Diesel,145,48.7,2.0,1,7189.0,0,1,3059.1180970927808,9.998434029845082,8.880446450715093,1.6-2.0
 X2,2018,20306,Manual,5438,Diesel,145,52.3,2.0,2,2719.0,0,1,3734.093416697315,9.918671687861169,8.60135049942296,1.6-2.0
 X2,2019,24352,Semi-Auto,3011,Petrol,145,38.7,2.0,1,3011.0,0,0,8087.678512122218,10.100369260661413,8.010359588919783,1.6-2.0
 M4,2018,39792,Semi-Auto,8797,Petrol,145,34.0,3.0,2,4398.5,0,0,4523.360236444242,10.591421166043187,9.082279701908664,2.6-3.0
 X2,2018,23146,Manual,3752,Diesel,145,49.6,2.0,2,1876.0,0,1,6168.976545842218,10.049577258408023,8.23031079913502,1.6-2.0
 4 Series,2019,25400,Semi-Auto,7398,Petrol,145,48.7,2.0,1,7398.0,0,0,3433.3603676669372,10.142504453006628,8.90910013492555,1.6-2.0
 4 Series,2019,25400,Semi-Auto,6370,Diesel,145,65.7,2.0,1,6370.0,0,1,3987.441130298273,10.142504453006628,8.759511722116487,1.6-2.0
 M3,2015,32950,Semi-Auto,13537,Petrol,300,34.0,3.0,5,2707.4,0,0,2434.0695870576938,10.402746539930654,9.513255825068553,2.6-3.0
 X6,2019,66290,Automatic,1000,Petrol,145,26.4,3.0,1,1000.0,1,0,66290.0,11.101794335235438,6.90875477931522,2.6-3.0
 X4,2019,43995,Semi-Auto,4742,Diesel,145,40.9,3.0,1,4742.0,0,1,9277.730915225644,10.69183127007966,8.464425125877582,2.6-3.0
 2 Series,2019,21995,Semi-Auto,3000,Petrol,145,42.2,1.5,1,3000.0,0,0,7331.666666666667,9.99857043378282,8.006700845440367,<=1.5
 X2,2019,29995,Semi-Auto,1920,Diesel,145,50.4,2.0,1,1920.0,0,1,15622.395833333334,10.308785980087194,7.560601162768557,1.6-2.0
 1 Series,2019,26880,Semi-Auto,4210,Diesel,145,51.4,2.0,1,4210.0,0,1,6384.79809976247,10.199137794637085,8.345455428161928,1.6-2.0
 3 Series,2013,16291,Semi-Auto,40900,Diesel,145,54.3,3.0,7,5842.857142857143,0,1,398.31295843520786,9.69836808706617,10.61890979160975,2.6-3.0
 4 Series,2019,30532,Automatic,8402,Petrol,145,41.5,3.0,1,8402.0,1,0,3633.8966912639853,10.326530592918362,9.036344063928219,2.6-3.0
 3 Series,2015,14952,Manual,31828,Petrol,200,43.5,2.0,5,6365.6,0,0,469.77504084453943,9.612600349135398,10.368133102880323,1.6-2.0
 X7,2019,68720,Semi-Auto,5000,Diesel,145,33.6,3.0,1,5000.0,0,1,13744.0,11.137795556658137,8.517393171418904,2.6-3.0
 1 Series,2019,21500,Manual,3251,Petrol,145,44.1,1.5,1,3251.0,0,0,6613.349738541987,9.975808214115753,8.087025470667701,<=1.5
 X1,2016,21591,Semi-Auto,22070,Petrol,160,44.8,2.0,4,5517.5,0,0,978.2963298595379,9.980031840175913,10.002019808600375,1.6-2.0
 X5,2019,56995,Automatic,3375,Diesel,145,37.7,3.0,1,3375.0,1,1,16887.40740740741,10.95071882367088,8.124446855715847,2.6-3.0
 1 Series,2020,32995,Semi-Auto,2797,Petrol,145,34.5,2.0,0,2797.0,0,0,11796.567751161958,10.404111313817522,7.936660155225426,1.6-2.0
 X1,2020,28995,Semi-Auto,1600,Petrol,145,37.7,1.5,0,1600.0,0,0,18121.875,10.274878680310541,7.3783837129967145,<=1.5
 3 Series,2019,27980,Semi-Auto,7759,Petrol,145,42.2,2.0,1,7759.0,0,0,3606.1348111870084,10.239245248219472,8.956737613177264,1.6-2.0
 1 Series,2019,24450,Manual,5793,Petrol,145,41.5,1.5,1,5793.0,0,0,4220.611082340756,10.104385494903019,8.664578178329295,<=1.5
 X1,2019,27752,Semi-Auto,4475,Diesel,145,53.3,2.0,1,4475.0,0,1,6201.5642458100565,10.231063188649586,8.406485069431817,1.6-2.0
 4 Series,2019,24622,Semi-Auto,2043,Diesel,145,65.7,2.0,1,2043.0,0,1,12051.884483602544,10.11139563120756,7.622663951323595,1.6-2.0
 X1,2019,28950,Semi-Auto,3546,Diesel,145,60.1,2.0,1,3546.0,0,1,8164.128595600677,10.273325483001141,8.173857454773621,1.6-2.0
 1 Series,2019,24400,Manual,3024,Petrol,145,41.5,1.5,1,3024.0,0,0,8068.783068783068,10.102338411281293,8.014666370464942,<=1.5
 X2,2019,30680,Automatic,1500,Diesel,145,58.9,2.0,1,1500.0,1,1,20453.333333333332,10.331366255481193,7.313886831633462,1.6-2.0
 4 Series,2020,42495,Semi-Auto,18,Diesel,150,58.9,2.0,0,18.0,0,1,2360833.3333333335,10.657141700932726,2.9444389791664403,1.6-2.0
 Z4,2019,28950,Automatic,8316,Petrol,145,38.7,2.0,1,8316.0,1,0,3481.240981240981,10.273325483001141,9.026056891868688,1.6-2.0
 2 Series,2018,17950,Semi-Auto,30000,Diesel,145,49.6,2.0,2,15000.0,0,1,598.3333333333334,9.795345393916424,10.308985993422082,1.6-2.0
 X1,2017,20481,Semi-Auto,17285,Diesel,145,60.1,2.0,3,5761.666666666667,0,1,1184.900202487706,9.92725290608639,9.757652204312583,1.6-2.0
 4 Series,2019,31260,Automatic,3000,Petrol,145,45.6,2.0,1,3000.0,1,0,10420.0,10.350094603975467,8.006700845440367,1.6-2.0
 M4,2019,45323,Semi-Auto,6397,Petrol,145,34.0,3.0,1,6397.0,0,0,7085.039862435517,10.72156990889107,8.763740720509464,2.6-3.0
 1 Series,2019,20330,Semi-Auto,9200,Diesel,145,67.3,2.0,1,9200.0,0,1,2209.7826086956525,9.919852906622392,9.127067452782361,1.6-2.0
 1 Series,2019,19850,Semi-Auto,8000,Petrol,145,54.3,1.5,1,8000.0,0,0,2481.25,9.895959286115337,8.987321812850125,<=1.5
 3 Series,2019,24591,Semi-Auto,9153,Diesel,145,60.1,2.0,1,9153.0,0,1,2686.6601114388723,10.11013580132114,9.121946221213587,1.6-2.0
 X2,2019,31991,Semi-Auto,8791,Diesel,145,61.4,2.0,1,8791.0,0,1,3639.062677738596,10.373209892223665,9.081597496083457,1.6-2.0
 6 Series,2019,31412,Semi-Auto,27713,Diesel,145,47.9,3.0,1,27713.0,0,1,1133.4752643163858,10.354945264494765,10.22969297965866,2.6-3.0
 5 Series,2020,34795,Semi-Auto,102,Diesel,145,55.4,2.0,0,102.0,0,1,341127.45098039217,10.45722897727895,4.634728988229636,1.6-2.0
 M4,2017,34995,Semi-Auto,23250,Petrol,300,34.0,3.0,3,7750.0,0,0,1505.1612903225807,10.46296047312364,10.054103420843255,2.6-3.0
 1 Series,2017,19295,Automatic,22595,Petrol,200,39.8,3.0,3,7531.666666666667,1,0,853.9499889356052,9.867601273971719,10.025528178445153,2.6-3.0
 2 Series,2019,22894,Semi-Auto,5571,Petrol,145,39.2,1.5,1,5571.0,0,0,4109.495602225812,10.038630146478422,8.625509334899697,<=1.5
 4 Series,2017,25762,Automatic,23446,Diesel,145,49.6,3.0,3,7815.333333333333,1,1,1098.7801757229377,10.156655816956032,10.062497833920736,2.6-3.0
 X5,2016,36602,Automatic,31525,Diesel,235,42.8,3.0,4,7881.25,1,1,1161.0467882632831,10.507858162705228,10.358567881186488,2.6-3.0
 X6,2017,48482,Semi-Auto,19924,Petrol,145,25.4,4.4,3,6641.333333333333,0,0,2433.346717526601,10.78894787401768,9.899730503658416,>3.0
 5 Series,2014,16402,Semi-Auto,21880,Diesel,125,57.6,2.0,6,3646.6666666666665,0,1,749.6343692870201,9.705158557596356,9.99337395933065,1.6-2.0
 2 Series,2016,17842,Automatic,31931,Diesel,145,55.4,2.0,4,7982.75,1,1,558.7673420813629,9.78931050747373,10.37136392076569,1.6-2.0
 3 Series,2017,19082,Automatic,17236,Petrol,145,48.7,2.0,3,5745.333333333333,1,0,1107.1014156416802,9.856500761311791,9.75481351515439,1.6-2.0
 X1,2019,26786,Automatic,3012,Petrol,145,46.3,1.5,1,3012.0,1,0,8893.094289508632,10.195634641947068,8.0106915391303,<=1.5
 X1,2017,19981,Semi-Auto,32286,Diesel,145,55.4,2.0,3,10762.0,0,1,618.8750542030601,9.902537101000133,10.382419951415045,1.6-2.0
 5 Series,2013,12732,Manual,28204,Diesel,30,62.8,2.0,7,4029.1428571428573,0,1,451.42532974046236,9.451873788401983,10.247254546174076,1.6-2.0
 1 Series,2019,24862,Semi-Auto,5810,Petrol,145,40.4,1.5,1,5810.0,0,0,4279.173838209983,10.12109581235166,8.667507952075105,<=1.5
 6 Series,2015,23552,Semi-Auto,26797,Diesel,160,49.6,3.0,5,5359.4,0,1,878.904354965108,10.066966021528604,10.196082536848554,2.6-3.0
 2 Series,2018,21512,Semi-Auto,9005,Diesel,145,65.7,2.0,2,4502.5,0,1,2388.8950583009437,9.9763661979487,9.105646300861517,1.6-2.0
 X1,2018,24161,Semi-Auto,9261,Petrol,145,44.8,2.0,2,4630.5,0,0,2608.8975272648745,10.092495041920655,9.133675287040697,1.6-2.0
 5 Series,2014,12941,Semi-Auto,68489,Diesel,125,57.6,2.0,6,11414.833333333334,0,1,188.9500503730526,9.46815584482167,11.134443028191951,1.6-2.0
 1 Series,2017,15995,Semi-Auto,19164,Petrol,150,55.5,1.5,3,6388.0,0,0,834.6378626591525,9.680031452383618,9.860840977814656,<=1.5
 X5,2020,63295,Semi-Auto,150,Diesel,150,33.6,3.0,0,150.0,0,1,421966.6666666667,11.055561616070928,5.017279836814924,2.6-3.0
 4 Series,2017,18995,Manual,10594,Petrol,150,46.3,2.0,3,3531.3333333333335,0,0,1792.996035491788,9.851931065621725,9.2681374707024,1.6-2.0
 1 Series,2019,17990,Semi-Auto,5900,Diesel,150,72.4,1.5,1,5900.0,0,1,3049.1525423728813,9.79757132694458,8.682877107057168,<=1.5
 5 Series,2019,24295,Semi-Auto,4982,Petrol,145,50.4,2.0,1,4982.0,0,0,4876.555600160578,10.098025846840004,8.513787398281405,1.6-2.0
 X1,2017,21495,Semi-Auto,6550,Diesel,145,60.1,2.0,3,2183.3333333333335,0,1,3281.679389312977,9.975575628930383,8.787372988731876,1.6-2.0
 X1,2016,20495,Semi-Auto,13200,Diesel,125,57.6,2.0,4,3300.0,0,1,1552.6515151515152,9.927936232938437,9.488047863280759,1.6-2.0
 7 Series,2017,26995,Semi-Auto,25050,Diesel,145,57.6,3.0,3,8350.0,0,1,1077.6447105788423,10.203406942652387,10.128669025875903,2.6-3.0
 X6,2020,55890,Semi-Auto,9710,Diesel,145,34.9,3.0,0,9710.0,0,1,5755.921730175077,10.931140752263744,9.181014542594355,2.6-3.0
 X2,2020,27890,Manual,10,Diesel,145,48.7,2.0,0,10.0,0,1,2789000.0,10.236023480621535,2.3978952727983707,1.6-2.0
 2 Series,2020,28890,Semi-Auto,6000,Petrol,145,39.8,3.0,0,6000.0,0,0,4815.0,10.27125079346028,8.699681400989514,2.6-3.0
 3 Series,2020,43995,Semi-Auto,2252,Petrol,145,34.9,3.0,0,2252.0,0,0,19535.968028419185,10.69183127007966,7.720017940432244,2.6-3.0
 X4,2019,39500,Automatic,155,Diesel,145,40.9,3.0,1,155.0,1,1,254838.70967741936,10.584055950889214,5.049856007249537,2.6-3.0
 5 Series,2019,44995,Semi-Auto,1600,Diesel,145,51.4,3.0,1,1600.0,0,1,28121.875,10.714306651468048,7.3783837129967145,2.6-3.0
 5 Series,2019,26870,Semi-Auto,8560,Petrol,145,50.4,2.0,1,8560.0,0,0,3139.018691588785,10.198765701609537,9.054972284742485,1.6-2.0
 X2,2019,27806,Semi-Auto,2198,Petrol,145,36.2,2.0,1,2198.0,0,0,12650.591446769791,10.233007103729488,7.695757990554761,1.6-2.0
 X3,2019,55320,Automatic,7154,Petrol,145,24.8,3.0,1,7154.0,1,0,7732.7369303885935,10.920889785778694,8.875566691990551,2.6-3.0
 X2,2019,30960,Automatic,7021,Petrol,145,34.0,2.0,1,7021.0,1,0,4409.628258082894,10.340451327703663,8.856803356728378,1.6-2.0
 X5,2014,27581,Automatic,35881,Diesel,240,44.8,3.0,6,5980.166666666667,1,1,768.6798026810847,10.224882408848067,10.48799105597933,2.6-3.0
 1 Series,2016,11941,Manual,29378,Petrol,30,56.5,1.5,4,7344.5,0,0,406.4606167880727,9.387733135533384,10.288035412388904,<=1.5
 2 Series,2019,20746,Automatic,5063,Diesel,145,67.3,2.0,1,5063.0,1,1,4097.570610310093,9.940108735991773,8.529911963824013,1.6-2.0
 X4,2019,34995,Semi-Auto,8098,Diesel,145,42.8,2.0,1,8098.0,0,1,4321.437391948629,10.46296047312364,8.99949587624899,1.6-2.0
 X5,2018,50495,Semi-Auto,31855,Petrol,145,25.4,4.4,2,15927.5,0,0,1585.151467587506,10.829629600460658,10.368981026303977,>3.0
 1 Series,2019,29995,Semi-Auto,4591,Petrol,145,34.5,2.0,1,4591.0,0,0,6533.434981485515,10.308785980087194,8.432070937999402,1.6-2.0
 2 Series,2019,19994,Automatic,2268,Petrol,145,42.2,1.5,1,2268.0,1,0,8815.696649029984,9.903187507527125,7.727094484779841,<=1.5
 1 Series,2019,27994,Semi-Auto,6879,Petrol,145,39.8,3.0,1,6879.0,0,0,4069.486844018026,10.239745480480591,8.836373930927389,2.6-3.0
 i3,2017,21494,Automatic,16867,Hybrid,135,470.8,0.0,3,5622.333333333333,1,0,1274.3226418450229,9.9755291054011,9.73317361486645,<=1.5
 X2,2019,27890,Semi-Auto,2724,Petrol,145,38.7,2.0,1,2724.0,0,0,10238.619676945667,10.236023480621535,7.9102237070973445,1.6-2.0
 3 Series,2019,33995,Semi-Auto,3633,Petrol,145,41.5,2.0,1,3633.0,0,0,9357.280484448114,10.43396873396056,8.198089248956116,1.6-2.0
 X3,2019,58994,Semi-Auto,3017,Petrol,145,24.8,3.0,1,3017.0,0,0,19553.861451773286,10.985191022801324,8.012349639327795,2.6-3.0
 1 Series,2019,28994,Semi-Auto,2973,Diesel,145,48.7,2.0,1,2973.0,0,1,9752.438614194416,10.274844191010843,7.9976631270201,1.6-2.0
 2 Series,2019,27016,Automatic,1402,Petrol,145,39.8,3.0,1,1402.0,1,0,19269.614835948647,10.204184562065404,7.246368080102461,2.6-3.0
 2 Series,2019,21576,Automatic,9794,Petrol,145,47.9,2.0,1,9794.0,1,0,2202.9814171942003,9.979336864819565,9.189627330378642,1.6-2.0
 X1,2016,21892,Semi-Auto,18307,Petrol,165,44.8,2.0,4,4576.75,0,0,1195.8267329436828,9.993876552263808,9.815093401773533,1.6-2.0
 3 Series,2015,15482,Semi-Auto,22288,Diesel,125,58.9,2.0,5,4457.6,0,1,694.6338837042355,9.647433337764658,10.011848562206193,1.6-2.0
 2 Series,2017,14943,Automatic,15110,Petrol,145,55.4,1.5,3,5036.666666666667,1,0,988.9477167438782,9.611998241741393,9.62317823441376,<=1.5
 X1,2016,18101,Semi-Auto,33049,Diesel,125,57.6,2.0,4,8262.25,0,1,547.7018971829707,9.803722464346553,10.405776845279833,1.6-2.0
 X4,2015,26332,Semi-Auto,8732,Diesel,205,47.9,3.0,5,1746.4,0,1,3015.5748969308293,10.178540208587767,9.074864232413733,2.6-3.0
 1 Series,2017,16395,Semi-Auto,23400,Petrol,145,54.3,1.5,3,7800.0,0,0,700.6410256410256,9.704731689278749,10.060534035475412,<=1.5
 4 Series,2019,25995,Semi-Auto,7389,Petrol,145,48.7,2.0,1,7389.0,0,0,3518.0673974827446,10.165659490817816,8.907883013942248,1.6-2.0
 3 Series,2016,16995,Semi-Auto,22594,Diesel,30,64.2,2.0,4,5648.5,0,1,752.1908471275559,9.740674462130217,10.02548392184538,1.6-2.0
 4 Series,2020,32995,Semi-Auto,10,Diesel,145,50.4,3.0,0,10.0,0,1,3299500.0,10.404111313817522,2.3978952727983707,2.6-3.0
 3 Series,2019,23295,Semi-Auto,4050,Petrol,145,47.9,2.0,1,4050.0,0,0,5751.851851851852,10.055994024250897,8.30671904320269,1.6-2.0
 1 Series,2019,26795,Semi-Auto,3788,Diesel,145,51.4,2.0,1,3788.0,0,1,7073.653643083421,10.19597058192895,8.239857411018601,1.6-2.0
 3 Series,2017,15295,Manual,41208,Diesel,30,67.3,2.0,3,13736.0,0,1,371.16579304989324,9.635281256585003,10.626411958083574,1.6-2.0
 5 Series,2018,25595,Semi-Auto,11646,Diesel,145,49.6,2.0,2,5823.0,0,1,2197.7503005323715,10.150152298891683,9.362803915102651,1.6-2.0
 1 Series,2019,18995,Semi-Auto,5250,Petrol,145,55.5,1.5,1,5250.0,0,0,3618.095238095238,9.851931065621725,8.566173813637858,<=1.5
 1 Series,2019,21995,Semi-Auto,6441,Diesel,145,67.3,2.0,1,6441.0,0,1,3414.8424157739482,9.99857043378282,8.770594329891145,1.6-2.0
 X3,2013,16995,Semi-Auto,50567,Diesel,165,50.4,2.0,7,7223.857142857143,0,1,336.0887535349141,9.740674462130217,10.831074244152134,1.6-2.0
 4 Series,2016,17994,Semi-Auto,21991,Petrol,150,48.7,2.0,4,5497.75,0,0,818.2438270201446,9.797793647977064,9.998434029845082,1.6-2.0
 M5,2016,36494,Semi-Auto,25780,Petrol,565,28.5,4.4,4,6445.0,0,0,1415.5934833204033,10.504903142496481,10.15739306550038,>3.0
 2 Series,2018,20995,Semi-Auto,18000,Diesel,150,60.1,2.0,2,9000.0,0,1,1166.388888888889,9.952039593118293,9.798182590890704,1.6-2.0
 4 Series,2017,20995,Semi-Auto,17056,Diesel,150,65.7,2.0,3,5685.333333333333,0,1,1230.9451219512193,9.952039593118293,9.744315955640873,1.6-2.0
 2 Series,2017,22994,Semi-Auto,25219,Petrol,235,38.2,3.0,3,8406.333333333334,0,0,911.7728696617629,10.042988591313685,10.135392609518911,2.6-3.0
 3 Series,2016,22494,Semi-Auto,24144,Diesel,160,51.4,3.0,4,6036.0,0,1,931.6600397614314,10.021003885963967,10.091832598307642,2.6-3.0
 1 Series,2020,27495,Semi-Auto,6000,Diesel,145,48.7,2.0,0,6000.0,0,1,4582.5,10.221759448941915,8.699681400989514,1.6-2.0
 3 Series,2020,32890,Semi-Auto,6000,Diesel,145,49.6,2.0,0,6000.0,0,1,5481.666666666667,10.400923939183103,8.699681400989514,1.6-2.0
 1 Series,2020,33995,Semi-Auto,102,Petrol,145,34.5,2.0,0,102.0,0,0,333284.31372549024,10.43396873396056,4.634728988229636,1.6-2.0
 X1,2018,20995,Semi-Auto,8550,Diesel,145,60.1,2.0,2,4275.0,0,1,2455.555555555555,9.952039593118293,9.053803514155955,1.6-2.0
 1 Series,2017,20995,Semi-Auto,24650,Petrol,200,39.8,3.0,3,8216.666666666666,0,0,851.7241379310345,9.952039593118293,10.112572746599298,2.6-3.0
 X4,2017,26995,Semi-Auto,25350,Diesel,200,47.9,3.0,3,8450.0,0,1,1064.8915187376724,10.203406942652387,10.140573455973044,2.6-3.0
 X5,2015,25995,Automatic,46250,Diesel,200,47.1,3.0,5,9250.0,1,1,562.0540540540541,10.165659490817816,10.74183836432845,2.6-3.0
 2 Series,2016,20295,Semi-Auto,28271,Petrol,260,37.2,3.0,4,7067.75,0,0,717.8734392133281,9.918129829272997,10.249627194559478,2.6-3.0
 1 Series,2019,24795,Semi-Auto,11318,Petrol,145,39.8,3.0,1,11318.0,0,0,2190.75808446722,10.118397298923234,9.33423800863242,2.6-3.0
 2 Series,2018,20595,Semi-Auto,5500,Petrol,145,38.2,2.0,2,2750.0,0,0,3744.5454545454545,9.93280360687018,8.612685172875459,1.6-2.0
 2 Series,2020,24995,Semi-Auto,2200,Petrol,145,50.4,2.0,0,2200.0,0,0,11361.363636363636,10.12643108384767,7.696667081526462,1.6-2.0
 5 Series,2019,33500,Automatic,3402,Diesel,145,60.1,3.0,1,3402.0,1,1,9847.148736037625,10.419300717813158,8.132412674500905,2.6-3.0
 3 Series,2019,30543,Semi-Auto,6294,Diesel,145,52.3,2.0,1,6294.0,0,1,4852.716873212584,10.326890805775305,8.747510946478448,1.6-2.0
 7 Series,2017,35495,Semi-Auto,14550,Petrol,145,35.3,4.4,3,4850.0,0,0,2439.5189003436426,10.477147120473486,9.585414998760278,>3.0
 6 Series,2016,25243,Semi-Auto,21050,Diesel,160,51.4,3.0,4,5262.5,0,1,1199.1923990498813,10.136304168546024,9.954703343920398,2.6-3.0
 X3,2017,24990,Semi-Auto,38350,Diesel,200,47.1,3.0,3,12783.333333333334,0,1,651.6297262059974,10.126231023828998,10.554535882074735,2.6-3.0
 X6,2019,69993,Semi-Auto,1402,Petrol,145,26.4,3.0,1,1402.0,0,0,49923.68045649073,11.156150516031163,7.246368080102461,2.6-3.0
 X2,2020,38970,Semi-Auto,600,Diesel,145,58.9,2.0,0,600.0,0,1,64950.0,10.570547398332755,6.398594934535208,1.6-2.0
 X3,2018,36995,Semi-Auto,9210,Petrol,145,34.5,3.0,2,4605.0,0,0,4016.8295331161776,10.518538047359652,9.128153700988236,2.6-3.0
 X3,2019,43863,Semi-Auto,4824,Petrol,145,34.5,3.0,1,4824.0,0,0,9092.66169154229,10.688826419085547,8.481566013773087,2.6-3.0
 4 Series,2016,19995,Semi-Auto,14530,Petrol,145,48.7,2.0,4,3632.5,0,0,1376.1183757742601,9.90323752128092,9.584039577320695,1.6-2.0
 X1,2016,20295,Semi-Auto,20800,Petrol,160,44.8,2.0,4,5200.0,0,0,975.7211538461538,9.918129829272997,9.942756341456828,1.6-2.0
 1 Series,2019,17695,Manual,3400,Petrol,145,52.3,1.5,1,3400.0,0,0,5204.411764705883,9.781037392779563,8.131824785007195,<=1.5
 4 Series,2020,42520,Semi-Auto,102,Diesel,145,65.7,2.0,0,102.0,0,1,416862.7450980392,10.657729832455884,4.634728988229636,1.6-2.0
 X1,2020,37320,Semi-Auto,102,Petrol,145,39.8,2.0,0,102.0,0,0,365882.3529411765,10.52728465496128,4.634728988229636,1.6-2.0
 X3,2020,35995,Semi-Auto,102,Diesel,145,54.3,2.0,0,102.0,0,1,352892.1568627451,10.491135318903403,4.634728988229636,1.6-2.0
 X5,2020,64995,Semi-Auto,102,Diesel,145,37.7,3.0,0,102.0,0,1,637205.8823529412,11.08206562284212,4.634728988229636,2.6-3.0
 3 Series,2019,26989,Semi-Auto,4026,Diesel,145,53.3,3.0,1,4026.0,0,1,6703.67610531545,10.203184654566114,8.300776960851454,2.6-3.0
 1 Series,2019,19489,Manual,7931,Diesel,145,70.6,1.5,1,7931.0,0,1,2457.3193796494766,9.877605482822025,8.978660489639687,<=1.5
 X1,2017,17990,Semi-Auto,33000,Diesel,150,55.4,2.0,3,11000.0,0,1,545.1515151515151,9.79757132694458,10.404293143019792,1.6-2.0
 3 Series,2016,13990,Semi-Auto,68800,Diesel,30,64.2,2.0,4,17200.0,0,1,203.34302325581396,9.546098067659527,11.138973558699526,1.6-2.0
 i3,2016,15990,Automatic,68000,Hybrid,0,470.8,0.0,4,17000.0,1,0,235.14705882352942,9.679718805828,11.127277689932466,<=1.5
 1 Series,2015,11599,Manual,14714,Diesel,20,72.4,1.5,5,2942.8,0,1,788.2968601332065,9.358674166481876,9.596622660667574,<=1.5
 i3,2016,14900,Automatic,59945,Hybrid,0,470.8,0.0,4,14986.25,1,0,248.5611810826591,9.60911649193355,11.001199435961073,<=1.5
 X1,2016,17600,Semi-Auto,26382,Diesel,145,55.4,2.0,4,6595.5,0,1,667.1215222500189,9.775654181026242,10.180475142322448,1.6-2.0
 3 Series,2017,19460,Automatic,11076,Diesel,145,56.5,3.0,3,3692.0,1,1,1756.9519682195737,9.876116355739995,9.312626165516933,2.6-3.0
 1 Series,2014,11200,Manual,45400,Diesel,30,64.2,2.0,6,7566.666666666667,0,1,246.69603524229075,9.323669057283185,10.723289410218579,1.6-2.0
 6 Series,2016,23595,Semi-Auto,24600,Diesel,160,51.4,3.0,4,6150.0,0,1,959.1463414634146,10.068790104160488,10.110542371500753,2.6-3.0
 X7,2019,72798,Semi-Auto,5349,Diesel,145,33.6,3.0,1,5349.0,0,1,13609.64666292765,11.195443761279927,8.584851839890053,2.6-3.0
 1 Series,2019,19895,Semi-Auto,5312,Petrol,145,54.3,1.5,1,5312.0,0,0,3745.293674698795,9.89822372286103,8.577911926450943,<=1.5
 M4,2017,36595,Semi-Auto,10950,Petrol,145,34.0,3.0,3,3650.0,0,0,3342.0091324200916,10.507666898035328,9.301186055275759,2.6-3.0
 8 Series,2020,61995,Semi-Auto,101,Diesel,145,40.4,3.0,0,101.0,0,1,613811.8811881188,11.034809015613943,4.624972813284271,2.6-3.0
 2 Series,2019,21895,Semi-Auto,5536,Diesel,145,68.9,2.0,1,5536.0,0,1,3955.0216763005783,9.9940135792355,8.619208116822968,1.6-2.0
 1 Series,2019,24990,Semi-Auto,3225,Petrol,145,40.4,1.5,1,3225.0,0,0,7748.837209302325,10.126231023828998,8.078998258685154,<=1.5
 5 Series,2019,34995,Semi-Auto,102,Petrol,145,50.4,2.0,1,102.0,0,0,343088.23529411765,10.46296047312364,4.634728988229636,1.6-2.0
 4 Series,2019,25589,Automatic,4300,Petrol,145,48.7,2.0,1,4300.0,1,0,5950.93023255814,10.149917850625528,8.366602832783736,1.6-2.0
 1 Series,2019,18369,Manual,4410,Diesel,145,65.7,2.0,1,4410.0,0,1,4165.306122448979,9.818419740146064,8.39185670010494,1.6-2.0
